"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node1.motivation-test.nof-rep-pg0.clemson.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -cdt -C 0,2,4,6 --output dstat.csv",,,,"Date:","30 Apr 2025 15:01:27 MDT"
"cpu0 usage",,,,,"cpu2 usage",,,,,"cpu4 usage",,,,,"cpu6 usage",,,,,"dsk/total",,"system"
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","read","writ","time"
13.087,1.682,84.353,0.878,0,12.978,1.374,83.348,2.300,0,14.632,1.407,81.986,1.975,0,12.768,1.343,83.620,2.268,0,75308620.659,268273471.435,30-04 15:01:27
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,131072,4096,30-04 15:01:28
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,30-04 15:01:29
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,53248,30-04 15:01:30
69.388,9.184,7.143,14.286,0,70.707,8.081,6.061,15.152,0,63.918,13.402,8.247,14.433,0,69,10,7,14,0,226121216,0,30-04 15:01:31
82.828,14.141,0,3.030,0,83,14,0,3,0,83.673,13.265,0,3.061,0,84.158,12.871,0,2.970,0,268447232,1601536,30-04 15:01:32
82.828,15.152,0,2.020,0,86,12,0,2,0,85.859,12.121,0,2.020,0,84,14,0,2,0,263372800,81920,30-04 15:01:33
85.149,12.871,0,1.980,0,88,10,0,2,0,85.859,12.121,0,2.020,0,85.714,12.245,0,2.041,0,257718272,1007616,30-04 15:01:34
85,13,0,2,0,83.673,14.286,0,2.041,0,81.818,16.162,0,2.020,0,86.275,10.784,0.980,1.961,0,254664192,53248,30-04 15:01:35
82.653,15.306,0,2.041,0,87.879,10.101,0,2.020,0,82.653,15.306,0,2.041,0,89.899,8.081,0,2.020,0,245985280,0,30-04 15:01:36
84.848,12.121,0,3.030,0,87,10,0,3,0,82,15,0,3,0,79.798,17.172,0,3.030,0,238111744,0,30-04 15:01:37
87.879,10.101,0,2.020,0,81,16,0,3,0,87.755,10.204,0,2.041,0,86,12,0,2,0,243769856,61440,30-04 15:01:38
87,11,0,2,0,87.129,10.891,0,1.980,0,80.198,17.822,0,1.980,0,85,13,0,2,0,242946048,1003520,30-04 15:01:39
82.828,15.152,0,2.020,0,90,9,0,1,0,84,14,0,2,0,87.755,10.204,0,2.041,0,242121216,0,30-04 15:01:40
84,14,0,2,0,85.714,11.224,0,3.061,0,82.828,15.152,0,2.020,0,88.119,9.901,0,1.980,0,239165440,0,30-04 15:01:41
87.500,10.417,0,2.083,0,83.168,14.851,0,1.980,0,87,11,0,2,0,88.119,8.911,0,2.970,0,231393280,28672,30-04 15:01:42
83,14,0,3,0,86.735,10.204,0,3.061,0,87.129,9.901,0,2.970,0,87.755,10.204,0,2.041,0,223400960,61440,30-04 15:01:43
88.776,9.184,0,2.041,0,85.294,11.765,0.980,1.961,0,88,10,0,2,0,85.567,12.371,0,2.062,0,229389312,0,30-04 15:01:44
83.333,13.725,0.980,1.961,0,81.818,16.162,0,2.020,0,87,11,0,2,0,86,12,0,2,0,226399232,0,30-04 15:01:45
85.149,12.871,0,1.980,0,88,10,0,2,0,84.158,13.861,0,1.980,0,87.879,10.101,0,2.020,0,227403776,0,30-04 15:01:46
84,14,0,2,0,81.633,16.327,0,2.041,0,81.818,15.152,0,3.030,0,85.859,12.121,0,2.020,0,223049216,0,30-04 15:01:47
89.583,8.333,0,2.083,0,85.149,11.881,0,2.970,0,79.412,17.647,0.980,1.961,0,81.553,15.534,0,2.913,0,223130624,45056,30-04 15:01:48
83.168,13.861,0,2.970,0,86.735,11.224,0,2.041,0,83.505,13.402,0,3.093,0,84.848,12.121,1.010,2.020,0,212748800,0,30-04 15:01:49
