"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.motivation-test.nof-rep-pg0.clemson.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -cdt -C 0,2,4,6 --output dstat.csv",,,,"Date:","30 Apr 2025 15:37:54 MDT"
"cpu0 usage",,,,,"cpu2 usage",,,,,"cpu4 usage",,,,,"cpu6 usage",,,,,"dsk/total",,"system"
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","read","writ","time"
32.065,3.188,62.799,1.948,0,35.126,3.230,59.059,2.586,0,33.680,3.131,60.639,2.550,0,31.412,3.008,63.171,2.409,0,104055852.696,215150432.541,30-04 15:37:54
0.990,0,99.010,0,0,0,0.990,99.010,0,0,1,2,97,0,0,0,0,100,0,0,0,3145728,30-04 15:37:55
0,0,100,0,0,0,0,100,0,0,1,1,98,0,0,0.990,0,99.010,0,0,0,1363968,30-04 15:37:56
0,0,100,0,0,0,0,100,0,0,2,1,97,0,0,0,0,100,0,0,0,0,30-04 15:37:57
25,5,70,0,0,27.551,3.061,69.388,0,0,29,2,69,0,0,24.242,4.040,71.717,0,0,0,0,30-04 15:37:58
68.687,6.061,25.253,0,0,61.458,8.333,30.208,0,0,70,5,25,0,0,63.265,6.122,30.612,0,0,0,118784,30-04 15:37:59
38,6,54,2,0,48,4,48,0,0,48,5,43,4,0,53,6,39,2,0,2688512,204976128,30-04 15:38:00
46.465,4.040,45.455,4.040,0,46,8,46,0,0,63.636,6.061,27.273,3.030,0,51.546,6.186,41.237,1.031,0,2688512,204619776,30-04 15:38:01
48.485,7.071,44.444,0,0,53,8,39,0,0,56.863,6.863,36.275,0,0,48,8,44,0,0,0,917504,30-04 15:38:02
56,5,39,0,0,51,5,44,0,0,49.495,7.071,40.404,3.030,0,53.465,9.901,33.663,2.970,0,2690048,204640256,30-04 15:38:03
