"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node1.motivation-test.nof-rep-pg0.clemson.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -cdt -C 0,2,4,6 --output dstat.csv",,,,"Date:","30 Apr 2025 09:40:08 MDT"
"cpu0 usage",,,,,"cpu2 usage",,,,,"cpu4 usage",,,,,"cpu6 usage",,,,,"dsk/total",,"system"
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","read","writ","time"
12.824,1.318,83.125,2.732,0,13.690,1.403,81.970,2.937,0,15.634,1.491,79.532,3.343,0,13.293,1.361,82.009,3.337,0,55794124.504,131754497.418,30-04 09:40:08
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,4096,30-04 09:40:09
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,1482752,30-04 09:40:10
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,30-04 09:40:11
71.429,8.163,20.408,0,0,68.687,9.091,22.222,0,0,67.677,9.091,23.232,0,0,67.347,10.204,22.449,0,0,0,3002368,30-04 09:40:12
59.406,8.911,29.703,1.980,0,57.426,7.921,33.663,0.990,0,62.376,5.941,29.703,1.980,0,48.980,7.143,43.878,0,0,2689024,204972032,30-04 09:40:13
56.436,4.950,38.614,0,0,55.102,5.102,39.796,0,0,50.505,5.051,44.444,0,0,53,6,41,0,0,0,0,30-04 09:40:14
56.122,6.122,36.735,1.020,0,45.455,4.040,46.465,4.040,0,35.354,3.030,59.596,2.020,0,51.485,6.931,38.614,2.970,0,2689024,205541376,30-04 09:40:15
54.902,3.922,40.196,0.980,0,52.577,4.124,37.113,6.186,0,53.535,5.051,41.414,0,0,42,6,49,3,0,2690560,204636160,30-04 09:40:16
48.515,3.960,47.525,0,0,37.374,5.051,57.576,0,0,51,5,44,0,0,55,5,40,0,0,0,98304,30-04 09:40:17
74,5,20,1,0,57.426,8.911,30.693,2.970,0,65.306,6.122,22.449,6.122,0,61.616,8.081,28.283,2.020,0,111701504,272842752,30-04 09:40:18
75.258,7.216,15.464,2.062,0,77,8,13,2,0,71.287,4.950,21.782,1.980,0,67,6,26,1,0,153604096,272867328,30-04 09:40:19
45.455,8.081,39.394,7.071,0,48,4,41,7,0,44.444,3.030,46.465,6.061,0,45.545,3.960,41.584,8.911,0,10872320,681906176,30-04 09:40:20
56,4,39,1,0,54,6,35,5,0,38.614,7.921,51.485,1.980,0,54,4,42,0,0,2690560,205545472,30-04 09:40:21
46.078,3.922,50,0,0,46.535,3.960,49.505,0,0,41,6,53,0,0,52,4,44,0,0,0,0,30-04 09:40:22
52.041,4.082,37.755,6.122,0,52.041,4.082,42.857,1.020,0,45.455,5.051,47.475,2.020,0,43,6,50,1,0,2688512,204636160,30-04 09:40:23
56.566,8.081,34.343,1.010,0,50.505,5.051,38.384,6.061,0,50.495,3.960,44.554,0.990,0,43.434,5.051,51.515,0,0,29945344,204640256,30-04 09:40:24
75.758,3.030,17.172,4.040,0,48.485,5.051,46.465,0,0,70.707,5.051,22.222,2.020,0,62.626,6.061,29.293,2.020,0,157203456,136433664,30-04 09:40:25
58.586,3.030,33.333,5.051,0,56,5,36,3,0,72.449,7.143,19.388,1.020,0,70.707,8.081,17.172,4.040,0,152599040,341921792,30-04 09:40:26
58.586,6.061,35.354,0,0,68,7,17,8,0,57.576,5.051,31.313,6.061,0,63.265,6.122,26.531,4.082,0,124807680,624713216,30-04 09:40:27
42.424,4.040,43.434,10.101,0,52.525,3.030,30.303,14.141,0,46.465,4.040,43.434,6.061,0,43.878,2.041,40.816,13.265,0,15360512,739168768,30-04 09:40:28
37,4,55,4,0,48.515,4.950,45.545,0.990,0,48.515,2.970,46.535,1.980,0,57.426,7.921,31.683,2.970,0,2688000,204623872,30-04 09:40:29
42.424,2.020,55.556,0,0,47.959,1.020,51.020,0,0,41.837,2.041,56.122,0,0,46.535,3.960,49.505,0,0,0,0,30-04 09:40:30
69.388,4.082,25.510,1.020,0,65.657,7.071,22.222,5.051,0,51.546,3.093,45.361,0,0,54.455,5.941,37.624,1.980,0,99108352,273797120,30-04 09:40:31
