"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.motivation-test.nof-rep-pg0.clemson.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -cdt -C 0,2,4,6 --output dstat.csv",,,,"Date:","30 Apr 2025 16:01:21 MDT"
"cpu0 usage",,,,,"cpu2 usage",,,,,"cpu4 usage",,,,,"cpu6 usage",,,,,"dsk/total",,"system"
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","read","writ","time"
27.934,2.762,66.901,2.403,0,30.509,2.802,63.660,3.029,0,29.191,2.716,65.033,3.060,0,28.087,2.672,66.187,3.054,0,97522505.145,229904256.285,30-04 16:01:21
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,3424256,30-04 16:01:22
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,1339392,30-04 16:01:23
23,5,72,0,0,22.222,4.040,73.737,0,0,21.212,6.061,72.727,0,0,24,5,71,0,0,0,0,30-04 16:01:24
67.010,9.278,23.711,0,0,66.327,6.122,27.551,0,0,60.825,6.186,32.990,0,0,66,5,29,0,0,0,0,30-04 16:01:25
38.144,4.124,55.670,2.062,0,53.535,7.071,37.374,2.020,0,53.061,3.061,43.878,0,0,46.078,6.863,45.098,1.961,0,2688000,204992512,30-04 16:01:26
55.556,5.051,36.364,3.030,0,45.545,7.921,44.554,1.980,0,47.059,5.882,43.137,3.922,0,45.545,3.960,50.495,0,0,2688512,205332480,30-04 16:01:27
54.167,2.083,43.750,0,0,45,4,51,0,0,52,3,45,0,0,35.714,3.061,61.224,0,0,0,0,30-04 16:01:28
54,5,38,3,0,52.475,3.960,40.594,2.970,0,55.556,4.040,39.394,1.010,0,43.434,6.061,50.505,0,0,2689536,204636160,30-04 16:01:29
46.939,4.082,48.980,0,0,47.959,4.082,46.939,1.020,0,48,4,48,0,0,51.515,3.030,45.455,0,0,9285120,84827648,30-04 16:01:30
54.455,2.970,41.584,0.990,0,59.596,6.061,34.343,0,0,73,3,17,7,0,68.687,5.051,24.242,2.020,0,169499136,256238080,30-04 16:01:31
58.163,6.122,28.571,7.143,0,69.307,3.960,17.822,8.911,0,61,6,22,11,0,55.446,5.941,26.733,11.881,0,92880896,750174208,30-04 16:01:32
41.584,5.941,51.485,0.990,0,44.444,4.040,48.485,3.030,0,46.465,6.061,47.475,0,0,45,4,49,2,0,4513792,136441856,30-04 16:01:33
