/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
threadcount: 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-7] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-09 13:04:24:371 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-09 13:04:25:318 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2025-08-09 13:04:26:383 2 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2025-08-09 13:04:27:318 3 sec: 17000 operations; 18162.39 current ops/sec; est completion in 1 hour 27 minutes [INSERT: Count=17000, Max=1200127, Min=858624, Avg=1058529.88, 90=1172479, 99=1200127, 99.9=1200127, 99.99=1200127] 
2025-08-09 13:04:28:318 4 sec: 30000 operations; 13000 current ops/sec; est completion in 1 hour 5 minutes [INSERT: Count=13000, Max=2322431, Min=1402880, Avg=1782744.62, 90=2306047, 99=2322431, 99.9=2322431, 99.99=2322431] 
2025-08-09 13:04:29:318 5 sec: 151000 operations; 121000 current ops/sec; est completion in 16 minutes [INSERT: Count=121000, Max=3340287, Min=2146304, Avg=3031437.75, 90=3258367, 99=3323903, 99.9=3340287, 99.99=3340287] 
2025-08-09 13:04:30:318 6 sec: 244000 operations; 93000 current ops/sec; est completion in 12 minutes [INSERT: Count=97004, Max=3209215, Min=1908736, Avg=3041663.93, 90=3147775, 99=3209215, 99.9=3209215, 99.99=3209215] 
2025-08-09 13:04:31:318 7 sec: 314000 operations; 70000 current ops/sec; est completion in 10 minutes [INSERT: Count=65996, Max=3201023, Min=1908736, Avg=2940365.36, 90=3131391, 99=3201023, 99.9=3201023, 99.99=3201023] 
2025-08-09 13:04:32:318 8 sec: 465000 operations; 151000 current ops/sec; est completion in 8 minutes [INSERT: Count=151000, Max=3409919, Min=1788928, Avg=3102635.23, 90=3360767, 99=3405823, 99.9=3409919, 99.99=3409919] 
2025-08-09 13:04:33:318 9 sec: 580000 operations; 115000 current ops/sec; est completion in 7 minutes [INSERT: Count=115000, Max=3598335, Min=1768448, Avg=3118654.33, 90=3504127, 99=3538943, 99.9=3598335, 99.99=3598335] 
2025-08-09 13:04:34:318 10 sec: 679000 operations; 99000 current ops/sec; est completion in 7 minutes [INSERT: Count=99000, Max=3674111, Min=1569792, Avg=3005258.99, 90=3641343, 99=3674111, 99.9=3674111, 99.99=3674111] 
2025-08-09 13:04:35:318 11 sec: 832000 operations; 153000 current ops/sec; est completion in 6 minutes [INSERT: Count=153000, Max=3915775, Min=1519616, Avg=3183679.58, 90=3860479, 99=3913727, 99.9=3915775, 99.99=3915775] 
2025-08-09 13:04:36:318 12 sec: 954000 operations; 122000 current ops/sec; est completion in 6 minutes [INSERT: Count=122000, Max=4098047, Min=1497088, Avg=3163299.67, 90=3856383, 99=4089855, 99.9=4098047, 99.99=4098047] 
2025-08-09 13:04:37:318 13 sec: 996000 operations; 42000 current ops/sec; est completion in 6 minutes [INSERT: Count=42000, Max=4120575, Min=2926592, Avg=3600481.52, 90=4098047, 99=4120575, 99.9=4120575, 99.99=4120575] 
2025-08-09 13:04:38:318 14 sec: 1148000 operations; 152000 current ops/sec; est completion in 5 minutes [INSERT: Count=152000, Max=4403199, Min=1551360, Avg=3357167.16, 90=4308991, 99=4403199, 99.9=4403199, 99.99=4403199] 
2025-08-09 13:04:39:318 15 sec: 1253000 operations; 105000 current ops/sec; est completion in 5 minutes [INSERT: Count=105000, Max=4435967, Min=1626112, Avg=3274805.64, 90=4149247, 99=4423679, 99.9=4435967, 99.99=4435967] 
