/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
threadcount: 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-7] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-10 08:34:02:236 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-10 08:34:03:179 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2025-08-10 08:34:04:177 2 sec: 19419 operations; 19457.92 current ops/sec; est completion in 17 minutes [INSERT: Count=19454, Max=590335, Min=724, Avg=4030.7, 90=3147, 99=25183, 99.9=590335, 99.99=590335] 
2025-08-10 08:34:05:177 3 sec: 41330 operations; 21911 current ops/sec; est completion in 12 minutes [INSERT: Count=21876, Max=6951, Min=754, Avg=2259.9, 90=2953, 99=3737, 99.9=4451, 99.99=5227] 
2025-08-10 08:34:06:177 4 sec: 61761 operations; 20431 current ops/sec; est completion in 10 minutes [INSERT: Count=20433, Max=5835, Min=806, Avg=2429.53, 90=3101, 99=3829, 99.9=4735, 99.99=5479] 
2025-08-10 08:34:07:177 5 sec: 81879 operations; 20118 current ops/sec; est completion in 10 minutes [INSERT: Count=20123, Max=6419, Min=719, Avg=2471.91, 90=3149, 99=3939, 99.9=4683, 99.99=5643] 
2025-08-10 08:34:08:177 6 sec: 101399 operations; 19520 current ops/sec; est completion in 9 minutes [INSERT: Count=19513, Max=7547, Min=881, Avg=2548.61, 90=3231, 99=4227, 99.9=5847, 99.99=7115] 
2025-08-10 08:34:09:177 7 sec: 120247 operations; 18848 current ops/sec; est completion in 9 minutes [INSERT: Count=18848, Max=6823, Min=791, Avg=2645.64, 90=3349, 99=4231, 99.9=5379, 99.99=6575] 
2025-08-10 08:34:10:177 8 sec: 137885 operations; 17638 current ops/sec; est completion in 9 minutes [INSERT: Count=17638, Max=8187, Min=884, Avg=2826.32, 90=3539, 99=4415, 99.9=5771, 99.99=7011] 
2025-08-10 08:34:11:177 9 sec: 155053 operations; 17168 current ops/sec; est completion in 9 minutes [INSERT: Count=17169, Max=6391, Min=1026, Avg=2904.54, 90=3661, 99=4467, 99.9=5183, 99.99=5647] 
2025-08-10 08:34:12:177 10 sec: 174859 operations; 19806 current ops/sec; est completion in 9 minutes [INSERT: Count=19805, Max=17599, Min=682, Avg=2514.6, 90=3451, 99=5395, 99.9=14407, 99.99=17407] 
2025-08-10 08:34:13:178 11 sec: 205415 operations; 30556 current ops/sec; est completion in 8 minutes [INSERT: Count=30585, Max=7027, Min=549, Avg=1621.77, 90=2563, 99=3409, 99.9=4423, 99.99=6243] 
2025-08-10 08:34:14:177 12 sec: 230831 operations; 25416 current ops/sec; est completion in 8 minutes [INSERT: Count=25391, Max=7915, Min=518, Avg=1955.39, 90=2711, 99=3557, 99.9=5059, 99.99=5847] 
2025-08-10 08:34:15:177 13 sec: 254031 operations; 23200 current ops/sec; est completion in 8 minutes [INSERT: Count=23209, Max=6147, Min=715, Avg=2127.28, 90=2811, 99=3663, 99.9=4671, 99.99=5343] 
2025-08-10 08:34:16:177 14 sec: 276847 operations; 22816 current ops/sec; est completion in 8 minutes [INSERT: Count=22807, Max=6663, Min=731, Avg=2155.24, 90=2853, 99=3775, 99.9=5151, 99.99=6319] 
2025-08-10 08:34:17:177 15 sec: 299901 operations; 23054 current ops/sec; est completion in 8 minutes [INSERT: Count=23050, Max=5751, Min=628, Avg=2136.96, 90=2819, 99=3601, 99.9=4379, 99.99=5455] 
