
/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
threadcount: 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-7] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-10 08:26:39:825 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-10 08:26:40:765 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2025-08-10 08:26:41:765 2 sec: 18924 operations; 18924 current ops/sec; est completion in 17 minutes [INSERT: Count=18960, Max=628735, Min=761, Avg=4129.66, 90=3173, 99=18943, 99.9=625663, 99.99=628735] 
2025-08-10 08:26:42:765 3 sec: 40013 operations; 21089 current ops/sec; est completion in 12 minutes [INSERT: Count=21056, Max=7155, Min=766, Avg=2340.36, 90=3035, 99=3915, 99.9=5299, 99.99=6419] 
2025-08-10 08:26:43:765 4 sec: 60081 operations; 20068 current ops/sec; est completion in 11 minutes [INSERT: Count=20066, Max=5839, Min=775, Avg=2472.52, 90=3141, 99=3951, 99.9=4979, 99.99=5503] 
2025-08-10 08:26:44:765 5 sec: 80054 operations; 19973 current ops/sec; est completion in 10 minutes [INSERT: Count=19974, Max=7907, Min=802, Avg=2489.64, 90=3173, 99=4087, 99.9=5759, 99.99=6807] 
2025-08-10 08:26:45:765 6 sec: 99310 operations; 19256 current ops/sec; est completion in 9 minutes [INSERT: Count=19254, Max=9415, Min=856, Avg=2583.28, 90=3265, 99=4307, 99.9=7867, 99.99=8383] 
2025-08-10 08:26:46:765 7 sec: 118143 operations; 18833 current ops/sec; est completion in 9 minutes [INSERT: Count=18838, Max=5343, Min=892, Avg=2644.64, 90=3327, 99=4085, 99.9=4855, 99.99=5251] 
2025-08-10 08:26:47:765 8 sec: 135934 operations; 17791 current ops/sec; est completion in 9 minutes [INSERT: Count=17787, Max=6111, Min=796, Avg=2800.78, 90=3523, 99=4371, 99.9=5239, 99.99=5951] 
2025-08-10 08:26:48:765 9 sec: 153211 operations; 17277 current ops/sec; est completion in 9 minutes [INSERT: Count=17283, Max=7063, Min=933, Avg=2881.06, 90=3625, 99=4459, 99.9=5651, 99.99=6339] 
2025-08-10 08:26:49:765 10 sec: 172280 operations; 19069 current ops/sec; est completion in 9 minutes [INSERT: Count=19074, Max=19551, Min=632, Avg=2604.5, 90=3545, 99=4875, 99.9=13647, 99.99=19039] 
2025-08-10 08:26:50:765 11 sec: 195891 operations; 23611 current ops/sec; est completion in 9 minutes [INSERT: Count=23601, Max=9079, Min=625, Avg=2110.15, 90=2809, 99=3697, 99.9=6315, 99.99=8439] 
2025-08-10 08:26:51:765 12 sec: 219162 operations; 23271 current ops/sec; est completion in 8 minutes [INSERT: Count=23270, Max=7311, Min=651, Avg=2121.94, 90=2817, 99=3749, 99.9=4979, 99.99=5707] 
2025-08-10 08:26:52:765 13 sec: 242563 operations; 23401 current ops/sec; est completion in 8 minutes [INSERT: Count=23400, Max=6335, Min=686, Avg=2108.51, 90=2809, 99=3653, 99.9=4679, 99.99=5767] 
2025-08-10 08:26:53:765 14 sec: 265621 operations; 23058 current ops/sec; est completion in 8 minutes [INSERT: Count=23063, Max=7091, Min=713, Avg=2145.91, 90=2843, 99=3703, 99.9=4723, 99.99=5507] 
2025-08-10 08:26:54:765 15 sec: 288523 operations; 22902 current ops/sec; est completion in 8 minutes [INSERT: Count=22900, Max=12247, Min=650, Avg=2169.49, 90=2855, 99=3739, 99.9=9967, 99.99=11479] 
