"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.motivation-test.nof-rep-pg0.clemson.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -cdt -C 0,2,4,6 --output dstat.csv",,,,"Date:","30 Apr 2025 09:33:04 MDT"
"cpu0 usage",,,,,"cpu2 usage",,,,,"cpu4 usage",,,,,"cpu6 usage",,,,,"dsk/total",,"system"
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","read","writ","time"
12.419,1.231,85.525,0.824,0,11.900,1.182,85.875,1.042,0,12.749,1.223,84.978,1.050,0,13.005,1.258,84.348,1.389,0,52636653.768,141676080.336,30-04 09:33:04
3.030,0,96.970,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,4096,30-04 09:33:05
0,1,96,3,0,0,0,96.939,3.061,0,1,1,95,3,0,1.010,0,95.960,3.030,0,8544256,0,30-04 09:33:06
25,4.167,0,70.833,0,26.042,2.083,1.042,70.833,0,25,4.167,0,70.833,0,22,10,1,67,0,177522688,0,30-04 09:33:07
31.959,7.216,1.031,59.794,0,30.208,8.333,0,61.458,0,34,7,0,59,0,32.323,7.071,1.010,59.596,0,192939008,1560576,30-04 09:33:08
41.667,6.250,2.083,50,0,41.237,7.216,1.031,50.515,0,41,8,4,47,0,43,7,3,47,0,189100544,90112,30-04 09:33:09
40.625,4.167,0,55.208,0,38.144,9.278,0,52.577,0,40.404,5.051,1.010,53.535,0,41,6,0,53,0,183158784,905216,30-04 09:33:10
40,7.368,0,52.632,0,40.625,6.250,0,53.125,0,42.857,7.619,0,49.524,0,40,5.263,1.053,53.684,0,194202624,0,30-04 09:33:11
41,5,1,53,0,39.216,7.843,0.980,51.961,0,35.417,9.375,0,55.208,0,41.237,4.124,0,54.639,0,180030464,0,30-04 09:33:12
36.559,7.527,0,55.914,0,40,8,0,52,0,38.889,4.444,0,56.667,0,41.837,6.122,0,52.041,0,192732160,53248,30-04 09:33:13
42,6,0,52,0,40,4.211,0,55.789,0,39.362,4.255,0,56.383,0,40.594,7.921,0,51.485,0,186810368,0,30-04 09:33:14
39.796,7.143,6.122,46.939,0,42.105,4.211,3.158,50.526,0,41.667,6.250,0,52.083,0,38.542,8.333,2.083,51.042,0,181569024,929792,30-04 09:33:15
40.206,6.186,0,53.608,0,37.895,6.316,1.053,54.737,0,35.417,10.417,1.042,53.125,0,38.947,5.263,0,55.789,0,184532992,0,30-04 09:33:16
43,7,0,50,0,40.206,8.247,0,51.546,0,39.583,7.292,0,53.125,0,41.414,7.071,0,51.515,0,187428352,0,30-04 09:33:17
42.708,3.125,2.083,52.083,0,38.144,7.216,5.155,49.485,0,43.564,4.950,2.970,48.515,0,42.857,6.122,0,51.020,0,176005632,0,30-04 09:33:18
44.444,6.061,0,49.495,0,42.268,6.186,0,51.546,0,42.708,5.208,0,52.083,0,43.564,5.941,0.990,49.505,0,186756608,4096,30-04 09:33:19
38.384,7.071,1.010,53.535,0,40.196,6.863,0.980,51.961,0,42.105,3.158,0,54.737,0,37.113,7.216,0,55.670,0,176411648,946176,30-04 09:33:20
47.423,4.124,2.062,46.392,0,47.423,6.186,1.031,45.361,0,44.330,7.216,1.031,47.423,0,43.011,5.376,0,51.613,0,180130816,0,30-04 09:33:21
40.404,6.061,0,53.535,0,38.614,6.931,0.990,53.465,0,43.137,4.902,0,51.961,0,42,4,1,53,0,174848512,12288,30-04 09:33:22
44.086,5.376,0,50.538,0,43.011,6.452,0,50.538,0,43.478,5.435,0,51.087,0,46.316,4.211,0,49.474,0,188871680,0,30-04 09:33:23
41.837,4.082,4.082,50,0,43.878,3.061,2.041,51.020,0,35.556,4.444,6.667,53.333,0,41.053,4.211,1.053,53.684,0,167733760,106496,30-04 09:33:24
45.455,6.061,1.010,47.475,0,45.361,6.186,0,48.454,0,49.505,2.970,0.990,46.535,0,47.059,5.882,0,47.059,0,187655168,98304,30-04 09:33:25
42.708,4.167,0,53.125,0,41,5,1,53,0,42.268,4.124,0,53.608,0,38.947,5.263,2.105,53.684,0,169636352,1007616,30-04 09:33:26
41.111,6.667,0,52.222,0,43.878,7.143,1.020,47.959,0,42.424,8.081,1.010,48.485,0,44.330,5.155,1.031,49.485,0,186265088,0,30-04 09:33:27
36.458,6.250,1.042,56.250,0,40.594,5.941,0,53.465,0,38.542,5.208,0,56.250,0,40,4.211,0,55.789,0,173657600,28672,30-04 09:33:28
50.505,4.040,0,45.455,0,45.918,6.122,3.061,44.898,0,47.423,5.155,2.062,45.361,0,48.039,4.902,1.961,45.098,0,183657472,0,30-04 09:33:29
39.130,2.174,1.087,57.609,0,36.458,6.250,1.042,56.250,0,43.810,4.762,0,51.429,0,41.414,3.030,1.010,54.545,0,175982592,266240,30-04 09:33:30
45.263,5.263,0,49.474,0,47.423,4.124,0,48.454,0,46.602,6.796,0.971,45.631,0,47.959,4.082,0,47.959,0,189374464,954368,30-04 09:33:31
39.604,7.921,1.980,50.495,0,42.268,3.093,4.124,50.515,0,39.362,3.191,4.255,53.191,0,42.308,5.769,2.885,49.038,0,168654336,0,30-04 09:33:32
43.011,5.376,0,51.613,0,41.304,5.435,1.087,52.174,0,46.237,3.226,0,50.538,0,48.454,2.062,0,49.485,0,188337664,12288,30-04 09:33:33
42.424,4.040,1.010,52.525,0,41.237,4.124,0,54.639,0,41.667,5.208,0,53.125,0,42.157,5.882,0,51.961,0,172694528,0,30-04 09:33:34
45.361,6.186,0,48.454,0,45.161,3.226,1.075,50.538,0,45.918,4.082,1.020,48.980,0,45.652,3.261,1.087,50,0,184411648,28672,30-04 09:33:35
40.426,3.191,1.064,55.319,0,38.710,5.376,0,55.914,0,40.816,6.122,0,53.061,0,43.750,2.083,0,54.167,0,177671680,942080,30-04 09:33:36
54.717,2.830,0,42.453,0,43,8,3,46,0,43.956,2.198,4.396,49.451,0,42.708,5.208,6.250,45.833,0,178286592,4096,30-04 09:33:37
43.299,4.124,1.031,51.546,0,42.424,6.061,0,51.515,0,47.573,3.883,0,48.544,0,42.553,4.255,0,53.191,0,180392960,0,30-04 09:33:38
44.898,5.102,0,50,0,40.625,6.250,1.042,52.083,0,43.878,5.102,1.020,50,0,43.299,4.124,0,52.577,0,182180864,0,30-04 09:33:39
48.544,2.913,2.913,45.631,0,40.217,4.348,3.261,52.174,0,41.053,5.263,2.105,51.579,0,41.237,5.155,4.124,49.485,0,171435008,65536,30-04 09:33:40
42.553,5.319,0,52.128,0,44.792,3.125,1.042,51.042,0,43.878,5.102,1.020,50,0,47,3,1,49,0,182523392,937984,30-04 09:33:41
43.299,5.155,0,51.546,0,42.424,6.061,0,51.515,0,44,6,0,50,0,42.424,6.061,0,51.515,0,176505344,192512,30-04 09:33:42
41.304,6.522,1.087,51.087,0,48.544,5.825,1.942,43.689,0,43.434,6.061,6.061,44.444,0,50.495,0.990,3.960,44.554,0,176562176,0,30-04 09:33:43
43.564,6.931,0,49.505,0,45,4,0,51,0,41.053,5.263,0,53.684,0,39.583,7.292,0,53.125,0,178268672,0,30-04 09:33:44
44.898,5.102,2.041,47.959,0,43.878,5.102,6.122,44.898,0,43.878,7.143,0,48.980,0,39.785,6.452,4.301,49.462,0,176434176,57344,30-04 09:33:45
41.237,6.186,0,52.577,0,40.625,5.208,0,54.167,0,39.583,5.208,1.042,54.167,0,35.955,4.494,1.124,58.427,0,175602176,942080,30-04 09:33:46
47.059,4.902,0.980,47.059,0,45.455,5.051,1.010,48.485,0,51,2,0,47,0,46.392,4.124,0,49.485,0,186152448,0,30-04 09:33:47
44.554,3.960,1.980,49.505,0,39.583,6.250,1.042,53.125,0,42.718,4.854,4.854,47.573,0,43.689,3.883,3.883,48.544,0,168664064,0,30-04 09:33:48
44.086,5.376,0,50.538,0,48,5,0,47,0,47,6,0,47,0,45.918,5.102,1.020,47.959,0,186668544,4096,30-04 09:33:49
44.898,3.061,1.020,51.020,0,39.583,6.250,1.042,53.125,0,44,4,1,51,0,43.299,4.124,0,52.577,0,175929856,49152,30-04 09:33:50
44.211,6.316,3.158,46.316,0,43,7,5,45,0,44.792,7.292,0,47.917,0,49.515,3.883,2.913,43.689,0,177420288,0,30-04 09:33:51
43.564,4.950,0.990,50.495,0,43.434,5.051,0,51.515,0,42.105,4.211,1.053,52.632,0,40,5.263,0,54.737,0,176766464,1097728,30-04 09:33:52
43.299,7.216,0,49.485,0,43.299,6.186,1.031,49.485,0,45.455,5.051,0,49.495,0,43.299,7.216,0,49.485,0,186057728,0,30-04 09:33:53
41.667,5.208,4.167,48.958,0,40.816,7.143,3.061,48.980,0,43.299,5.155,2.062,49.485,0,42.857,5.102,3.061,48.980,0,170191872,0,30-04 09:33:54
42.105,6.316,1.053,50.526,0,45.361,4.124,1.031,49.485,0,47.525,4.950,0.990,46.535,0,40,8.421,0,51.579,0,186002944,49152,30-04 09:33:55
43.750,3.125,2.083,51.042,0,43.299,3.093,0,53.608,0,47.525,4.950,0,47.525,0,46.465,3.030,0,50.505,0,175692800,0,30-04 09:33:56
45.361,3.093,0,51.546,0,43.617,3.191,1.064,52.128,0,46.535,3.960,0.990,48.515,0,45.631,5.825,0.971,47.573,0,182008320,925696,30-04 09:33:57
45.361,4.124,1.031,49.485,0,45.361,5.155,0,49.485,0,47.525,3.960,0,48.515,0,44.211,3.158,0,52.632,0,181855744,12288,30-04 09:33:58
47,5,0,48,0,45,4,4,47,0,46.939,3.061,2.041,47.959,0,38.710,6.452,4.301,50.538,0,174192640,0,30-04 09:33:59
44,7,1,48,0,43.750,3.125,1.042,52.083,0,43.299,6.186,1.031,49.485,0,46,4,1,49,0,180867072,45056,30-04 09:34:00
45.631,6.796,0,47.573,0,41.667,6.250,0,52.083,0,43.434,5.051,0,51.515,0,43.878,6.122,0,50,0,180670464,4096,30-04 09:34:01
43.299,6.186,3.093,47.423,0,42.857,4.082,6.122,46.939,0,40.625,7.292,2.083,50,0,43.878,6.122,1.020,48.980,0,173633536,0,30-04 09:34:02
45.361,3.093,1.031,50.515,0,43.299,4.124,1.031,51.546,0,46.465,3.030,0,50.505,0,44.554,4.950,0.990,49.505,0,181816320,974848,30-04 09:34:03
41.837,6.122,1.020,51.020,0,42.424,7.071,2.020,48.485,0,45.918,4.082,1.020,48.980,0,44.444,5.051,3.030,47.475,0,173310976,12288,30-04 09:34:04
43.299,7.216,0,49.485,0,42.105,6.316,0,51.579,0,45.545,3.960,0,50.495,0,42.391,2.174,1.087,54.348,0,180705280,57344,30-04 09:34:05
41.667,6.250,1.042,51.042,0,44,5,1,50,0,42.553,3.191,1.064,53.191,0,43.878,5.102,0,51.020,0,180865536,0,30-04 09:34:06
43.878,3.061,6.122,46.939,0,44.444,5.051,2.020,48.485,0,44.330,5.155,4.124,46.392,0,47.115,5.769,0,47.115,0,169302528,4096,30-04 09:34:07
47.525,3.960,0.990,47.525,0,47.525,4.950,0,47.525,0,46.465,4.040,0,49.495,0,45.192,7.692,0.962,46.154,0,179627008,983040,30-04 09:34:08
41.053,5.263,0,53.684,0,44.444,3.030,1.010,51.515,0,42.857,5.102,1.020,51.020,0,41.667,5.208,0,53.125,0,177864704,0,30-04 09:34:09
46.875,4.167,4.167,44.792,0,50,6.731,0,43.269,0,51.456,3.883,1.942,42.718,0,45.455,5.051,6.061,43.434,0,175695872,45056,30-04 09:34:10
38.542,6.250,1.042,54.167,0,39.785,3.226,1.075,55.914,0,43.434,4.040,0,52.525,0,42,5,1,52,0,173834752,12288,30-04 09:34:11
44.565,3.261,0,52.174,0,45.918,4.082,1.020,48.980,0,43.434,7.071,1.010,48.485,0,44.211,6.316,0,49.474,0,182967808,0,30-04 09:34:12
42.857,4.082,5.102,47.959,0,40.594,6.931,3.960,48.515,0,40,7.368,2.105,50.526,0,44,6,0,50,0,169640960,942080,30-04 09:34:13
42.857,8.163,1.020,47.959,0,48.980,4.082,0,46.939,0,49.515,4.854,0,45.631,0,49.505,3.960,0.990,45.545,0,184986624,0,30-04 09:34:14
40,6.316,0,53.684,0,36.842,6.316,2.105,54.737,0,41.053,4.211,1.053,53.684,0,39.604,4.950,3.960,51.485,0,164878848,49152,30-04 09:34:15
44.681,5.319,1.064,48.936,0,49.495,4.040,1.010,45.455,0,44.681,5.319,1.064,48.936,0,46.392,6.186,1.031,46.392,0,187325440,0,30-04 09:34:16
43,5,0,52,0,43.519,7.407,0,49.074,0,40.426,4.255,0,55.319,0,42,5,0,53,0,174310400,0,30-04 09:34:17
49,4,3,44,0,47.475,5.051,4.040,43.434,0,50.980,3.922,1.961,43.137,0,50.495,5.941,0,43.564,0,179459584,0,30-04 09:34:18
41.237,3.093,1.031,54.639,0,38.542,4.167,1.042,56.250,0,40.426,2.128,1.064,56.383,0,39.796,4.082,1.020,55.102,0,169652736,1134592,30-04 09:34:19
48.485,7.071,0,44.444,0,44.792,8.333,0,46.875,0,39.560,9.890,0,50.549,0,45.055,5.495,0,49.451,0,186103296,40960,30-04 09:34:20
41,6,1,52,0,43.617,2.128,2.128,52.128,0,36.957,6.522,1.087,55.435,0,41.837,3.061,4.082,51.020,0,165448704,0,30-04 09:34:21
50.495,5.941,0,43.564,0,48.454,5.155,0,46.392,0,50,3.125,0,46.875,0,48.958,3.125,1.042,46.875,0,189965312,0,30-04 09:34:22
37.895,6.316,0,55.789,0,38.947,3.158,1.053,56.842,0,41.584,3.960,0.990,53.465,0,37.113,6.186,0,56.701,0,170665472,20480,30-04 09:34:23
47.368,3.158,6.316,43.158,0,49.020,5.882,3.922,41.176,0,48.980,6.122,0,44.898,0,52.427,3.883,1.942,41.748,0,181194240,1175552,30-04 09:34:24
