"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node3.motivation-test.nof-rep-pg0.clemson.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -cdt -C 0,2,4,6 --output dstat.csv",,,,"Date:","30 Apr 2025 21:27:53 MDT"
"cpu0 usage",,,,,"cpu2 usage",,,,,"cpu4 usage",,,,,"cpu6 usage",,,,,"dsk/total",,"system"
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","read","writ","time"
6.451,0.606,92.444,0.499,0,6.874,0.651,91.858,0.617,0,7.127,0.663,91.481,0.729,0,7.466,0.681,91.039,0.814,0,25256683.349,65866489.977,30-04 21:27:53
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,4096,30-04 21:27:54
9.804,2.941,62.745,24.510,0,10.784,1.961,62.745,24.510,0,6.316,1.053,68.421,24.211,0,10,1,65,24,0,63391232,0,30-04 21:27:55
18.750,3.125,23.958,54.167,0,21.649,2.062,17.526,58.763,0,21.569,5.882,19.608,52.941,0,19.588,4.124,18.557,57.732,0,143759872,1679360,30-04 21:27:56
13.830,5.319,28.723,52.128,0,21.649,3.093,20.619,54.639,0,22.549,3.922,22.549,50.980,0,21.429,3.061,22.449,53.061,0,135553024,0,30-04 21:27:57
15.306,4.082,36.735,43.878,0,23.301,4.854,19.417,52.427,0,14.737,6.316,25.263,53.684,0,23.469,2.041,18.367,56.122,0,132971520,0,30-04 21:27:58
16.495,5.155,29.897,48.454,0,23.469,5.102,14.286,57.143,0,21.649,3.093,20.619,54.639,0,17.895,5.263,21.053,55.789,0,137802240,917504,30-04 21:27:59
23.077,2.885,27.885,46.154,0,18.367,5.102,24.490,52.041,0,17.708,3.125,28.125,51.042,0,17.021,3.191,25.532,54.255,0,129421824,0,30-04 21:28:00
19.192,6.061,25.253,49.495,0,18.947,2.105,26.316,52.632,0,13.684,4.211,33.684,48.421,0,19.792,4.167,19.792,56.250,0,130498560,0,30-04 21:28:01
21,4,23,52,0,20.588,7.843,20.588,50.980,0,12.632,4.211,41.053,42.105,0,24.490,2.041,18.367,55.102,0,131426816,61440,30-04 21:28:02
20.430,2.151,26.882,50.538,0,24.742,2.062,16.495,56.701,0,19.192,3.030,35.354,42.424,0,18.557,3.093,26.804,51.546,0,127874560,0,30-04 21:28:03
24.038,3.846,25,47.115,0,20.408,4.082,25.510,50,0,16.327,4.082,34.694,44.898,0,19.588,5.155,21.649,53.608,0,127771136,868352,30-04 21:28:04
23,2,26,49,0,18.367,4.082,31.633,45.918,0,19,5,28,48,0,21,6,20,53,0,127410688,0,30-04 21:28:05
25.510,4.082,16.327,54.082,0,23.232,4.040,21.212,51.515,0,21.649,1.031,28.866,48.454,0,11.458,2.083,52.083,34.375,0,122242560,0,30-04 21:28:06
25.510,4.082,11.224,59.184,0,20.588,2.941,34.314,42.157,0,17.526,5.155,28.866,48.454,0,23.077,1.923,35.577,39.423,0,123974656,4096,30-04 21:28:07
16.667,3.125,32.292,47.917,0,14.894,3.191,37.234,44.681,0,19.588,5.155,21.649,53.608,0,19.388,5.102,24.490,51.020,0,124881408,0,30-04 21:28:08
14.894,4.255,31.915,48.936,0,15,4,42,39,0,24,3,24,49,0,22,3,29,46,0,118810624,851968,30-04 21:28:09
19.192,5.051,29.293,46.465,0,15.957,1.064,39.362,43.617,0,20.619,4.124,23.711,51.546,0,21,3,32,44,0,118129664,0,30-04 21:28:10
23.810,3.810,27.619,44.762,0,15,4,48,33,0,21.053,4.211,17.895,56.842,0,20.202,5.051,25.253,49.495,0,120898560,0,30-04 21:28:11
22,4,29,45,0,12.871,4.950,49.505,32.673,0,23.077,5.769,23.077,48.077,0,22.772,3.960,25.743,47.525,0,115904000,0,30-04 21:28:12
18.182,4.040,34.343,43.434,0,13.402,2.062,50.515,34.021,0,19.149,3.191,25.532,52.128,0,21.429,2.041,28.571,47.959,0,113894400,0,30-04 21:28:13
25,0,25,50,0,14,2,54,30,0,25.773,3.093,14.433,56.701,0,22,3,27,48,0,118706688,32768,30-04 21:28:14
