"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node1.motivation-test.nof-rep-pg0.clemson.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -cdt -C 0,2,4,6 --output dstat.csv",,,,"Date:","30 Apr 2025 22:00:03 MDT"
"cpu0 usage",,,,,"cpu2 usage",,,,,"cpu4 usage",,,,,"cpu6 usage",,,,,"dsk/total",,"system"
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","read","writ","time"
7.554,0.737,89.893,1.816,0,8.083,0.768,89.150,2.000,0,7.858,0.744,89.419,1.979,0,7.988,0.749,89.188,2.075,0,31949108.331,79189926.892,30-04 22:00:03
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0.990,0,99.010,0,0,0,4096,30-04 22:00:04
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,5496832,30-04 22:00:05
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,30-04 22:00:06
45.361,8.247,46.392,0,0,48.485,6.061,45.455,0,0,50,6,44,0,0,47.423,5.155,47.423,0,0,0,0,30-04 22:00:07
62.626,8.081,28.283,1.010,0,57.143,7.143,32.653,3.061,0,50,9.184,36.735,4.082,0,59.794,5.155,35.052,0,0,2688000,205000704,30-04 22:00:08
48.485,4.040,47.475,0,0,55.556,4.040,40.404,0,0,41.837,6.122,52.041,0,0,49.505,6.931,43.564,0,0,0,0,30-04 22:00:09
55.556,9.091,33.333,2.020,0,55.446,7.921,35.644,0.990,0,51.485,6.931,40.594,0.990,0,43.299,5.155,48.454,3.093,0,2689024,204632064,30-04 22:00:10
49.485,8.247,42.268,0,0,57.143,6.122,36.735,0,0,69,6,25,0,0,50,6,44,0,0,0,966656,30-04 22:00:11
47.959,3.061,47.959,1.020,0,46,7,45,2,0,48.980,5.102,44.898,1.020,0,50,6,43,1,0,2690560,204656640,30-04 22:00:12
51.020,6.122,39.796,3.061,0,54.455,5.941,38.614,0.990,0,59,6,31,4,0,56.566,5.051,37.374,1.010,0,42523136,204652544,30-04 22:00:13
69.388,5.102,24.490,1.020,0,64.646,9.091,20.202,6.061,0,61.386,2.970,35.644,0,0,63.265,6.122,29.592,1.020,0,161416192,136417280,30-04 22:00:14
41,9,32,18,0,61.224,7.143,24.490,7.143,0,62.626,6.061,21.212,10.101,0,57.426,4.950,30.693,6.931,0,72240640,887218176,30-04 22:00:15
58,3,39,0,0,45.545,2.970,51.485,0,0,46.465,5.051,48.485,0,0,45.455,3.030,51.515,0,0,0,65945600,30-04 22:00:16
43.689,3.883,47.573,4.854,0,45.455,5.051,48.485,1.010,0,45.545,5.941,48.515,0,0,35.052,2.062,62.887,0,0,2690048,139628544,30-04 22:00:17
50,6,43,1,0,50,7,42,1,0,43.878,3.061,46.939,6.122,0,54.455,5.941,36.634,2.970,0,2688000,204640256,30-04 22:00:18
43.434,4.040,52.525,0,0,49.515,3.883,46.602,0,0,53,5,42,0,0,51.485,3.960,44.554,0,0,0,0,30-04 22:00:19
66,7,26,1,0,64,6,29,1,0,52.475,7.921,36.634,2.970,0,72,6,18,4,0,124271616,272834560,30-04 22:00:20
70.103,5.155,22.680,2.062,0,66,9,25,0,0,70,9,20,1,0,75.510,7.143,12.245,5.102,0,149606400,341020672,30-04 22:00:21
71.717,5.051,22.222,1.010,0,68.687,5.051,24.242,2.020,0,64,9,25,2,0,62,6,31,1,0,163383808,205787136,30-04 22:00:22
43.878,8.163,36.735,11.224,0,56.863,3.922,19.608,19.608,0,63.725,7.843,19.608,8.824,0,48.515,9.901,21.782,19.802,0,42585600,1227460608,30-04 22:00:23
