/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
threadcount: 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-7] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-10 07:10:18:356 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-10 07:10:19:298 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2025-08-10 07:10:20:298 2 sec: 13899 operations; 13899 current ops/sec; est completion in 23 minutes [INSERT: Count=13937, Max=688639, Min=844, Avg=5550.86, 90=3649, 99=25695, 99.9=688639, 99.99=688639] 
2025-08-10 07:10:21:298 3 sec: 34457 operations; 20558 current ops/sec; est completion in 14 minutes [INSERT: Count=20520, Max=6455, Min=785, Avg=2402.24, 90=3075, 99=4013, 99.9=5039, 99.99=6155] 
2025-08-10 07:10:22:298 4 sec: 53512 operations; 19055 current ops/sec; est completion in 12 minutes [INSERT: Count=19056, Max=6587, Min=903, Avg=2605.22, 90=3271, 99=4077, 99.9=5063, 99.99=6083] 
2025-08-10 07:10:23:298 5 sec: 72577 operations; 19065 current ops/sec; est completion in 11 minutes [INSERT: Count=19065, Max=6795, Min=801, Avg=2604.3, 90=3273, 99=4107, 99.9=4979, 99.99=6267] 
2025-08-10 07:10:24:298 6 sec: 91156 operations; 18579 current ops/sec; est completion in 10 minutes [INSERT: Count=18579, Max=6699, Min=752, Avg=2677.22, 90=3365, 99=4247, 99.9=5323, 99.99=6187] 
2025-08-10 07:10:25:299 7 sec: 109349 operations; 18193 current ops/sec; est completion in 10 minutes [INSERT: Count=18202, Max=8887, Min=984, Avg=2725.06, 90=3403, 99=4247, 99.9=5899, 99.99=8671] 
2025-08-10 07:10:26:298 8 sec: 126686 operations; 17337 current ops/sec; est completion in 10 minutes [INSERT: Count=17327, Max=10015, Min=1030, Avg=2867.57, 90=3577, 99=4427, 99.9=9271, 99.99=9887] 
2025-08-10 07:10:27:298 9 sec: 143173 operations; 16487 current ops/sec; est completion in 10 minutes [INSERT: Count=16489, Max=7839, Min=1188, Avg=3011.82, 90=3749, 99=4651, 99.9=6487, 99.99=7615] 
2025-08-10 07:10:28:299 10 sec: 159248 operations; 16075 current ops/sec; est completion in 10 minutes [INSERT: Count=16081, Max=6035, Min=966, Avg=3077.45, 90=3827, 99=4631, 99.9=5331, 99.99=5791] 
2025-08-10 07:10:29:298 11 sec: 178211 operations; 18963 current ops/sec; est completion in 10 minutes [INSERT: Count=18956, Max=27647, Min=729, Avg=2601.69, 90=3411, 99=9575, 99.9=23119, 99.99=26815] 
2025-08-10 07:10:30:298 12 sec: 199720 operations; 21509 current ops/sec; est completion in 9 minutes [INSERT: Count=21508, Max=5531, Min=829, Avg=2291.91, 90=2949, 99=3717, 99.9=4531, 99.99=5183] 
2025-08-10 07:10:31:298 13 sec: 221257 operations; 21537 current ops/sec; est completion in 9 minutes [INSERT: Count=21542, Max=7087, Min=756, Avg=2299.54, 90=2967, 99=3861, 99.9=4891, 99.99=5911] 
2025-08-10 07:10:32:299 14 sec: 243080 operations; 21823 current ops/sec; est completion in 9 minutes [INSERT: Count=21822, Max=5955, Min=660, Avg=2279.86, 90=2943, 99=3741, 99.9=4783, 99.99=5323] 
2025-08-10 07:10:33:299 15 sec: 264102 operations; 21022 current ops/sec; est completion in 9 minutes [INSERT: Count=21028, Max=9743, Min=800, Avg=2352.06, 90=3017, 99=4031, 99.9=7299, 99.99=9375] 
