
/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=120000 -threads 50
threadcount: 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-7] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-10 07:02:09:157 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-10 07:02:10:097 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2025-08-10 07:02:11:097 2 sec: 15795 operations; 15795 current ops/sec; est completion in 21 minutes [INSERT: Count=15811, Max=661503, Min=781, Avg=4936.84, 90=3413, 99=22735, 99.9=660991, 99.99=661503] 
2025-08-10 07:02:12:097 3 sec: 36178 operations; 20383 current ops/sec; est completion in 13 minutes [INSERT: Count=20367, Max=6287, Min=845, Avg=2425.76, 90=3095, 99=4075, 99.9=5119, 99.99=6007] 
2025-08-10 07:02:13:097 4 sec: 55308 operations; 19130 current ops/sec; est completion in 12 minutes [INSERT: Count=19130, Max=6531, Min=863, Avg=2597.93, 90=3279, 99=4131, 99.9=5235, 99.99=6247] 
2025-08-10 07:02:14:097 5 sec: 74194 operations; 18886 current ops/sec; est completion in 11 minutes [INSERT: Count=18890, Max=8791, Min=931, Avg=2628.5, 90=3313, 99=4335, 99.9=7015, 99.99=7967] 
2025-08-10 07:02:15:097 6 sec: 92518 operations; 18324 current ops/sec; est completion in 10 minutes [INSERT: Count=18322, Max=7051, Min=831, Avg=2711.88, 90=3413, 99=4263, 99.9=5263, 99.99=6943] 
2025-08-10 07:02:16:097 7 sec: 110562 operations; 18044 current ops/sec; est completion in 10 minutes [INSERT: Count=18047, Max=6803, Min=1113, Avg=2760.32, 90=3467, 99=4291, 99.9=5427, 99.99=6615] 
2025-08-10 07:02:17:097 8 sec: 127913 operations; 17351 current ops/sec; est completion in 10 minutes [INSERT: Count=17346, Max=6975, Min=944, Avg=2870.79, 90=3621, 99=4431, 99.9=5343, 99.99=6019] 
2025-08-10 07:02:18:097 9 sec: 144333 operations; 16420 current ops/sec; est completion in 10 minutes [INSERT: Count=16426, Max=7099, Min=1218, Avg=3015.14, 90=3761, 99=4615, 99.9=5475, 99.99=6367] 
2025-08-10 07:02:19:097 10 sec: 160390 operations; 16057 current ops/sec; est completion in 10 minutes [INSERT: Count=16051, Max=7327, Min=1110, Avg=3080.96, 90=3853, 99=4647, 99.9=5379, 99.99=6259] 
2025-08-10 07:02:20:097 11 sec: 180469 operations; 20079 current ops/sec; est completion in 9 minutes [INSERT: Count=20079, Max=14927, Min=669, Avg=2463.7, 90=3321, 99=6039, 99.9=12535, 99.99=14295] 
2025-08-10 07:02:21:097 12 sec: 202211 operations; 21742 current ops/sec; est completion in 9 minutes [INSERT: Count=21748, Max=5891, Min=750, Avg=2286.07, 90=2943, 99=3757, 99.9=4635, 99.99=5351] 
2025-08-10 07:02:22:110 13 sec: 223916 operations; 21426.46 current ops/sec; est completion in 9 minutes [INSERT: Count=21719, Max=16287, Min=820, Avg=2315.03, 90=2961, 99=3851, 99.9=14111, 99.99=15439] 
2025-08-10 07:02:23:097 14 sec: 245006 operations; 21367.78 current ops/sec; est completion in 9 minutes [INSERT: Count=21071, Max=16991, Min=766, Avg=2317.99, 90=2981, 99=3827, 99.9=6223, 99.99=16399] 
2025-08-10 07:02:24:097 15 sec: 266072 operations; 21066 current ops/sec; est completion in 9 minutes [INSERT: Count=21066, Max=8179, Min=795, Avg=2349.52, 90=3011, 99=4011, 99.9=5939, 99.99=7419] 
2025-08-10 07:02:25:097 16 sec: 287734 operations; 21662 current ops/sec; est completion in 9 minutes [INSERT: Count=21664, Max=5991, Min=791, Avg=2300.94, 90=2959, 99=3773, 99.9=4887, 99.99=5883] 
2025-08-10 07:02:26:097 17 sec: 309211 operations; 21477 current ops/sec; est completion in 8 minutes [INSERT: Count=21482, Max=5987, Min=750, Avg=2312.05, 90=2965, 99=3725, 99.9=4499, 99.99=5587] 
2025-08-10 07:02:27:097 18 sec: 330316 operations; 21105 current ops/sec; est completion in 8 minutes [INSERT: Count=21105, Max=8439, Min=785, Avg=2340.93, 90=3015, 99=3919, 99.9=5151, 99.99=6715] 
2025-08-10 07:02:28:097 19 sec: 350298 operations; 19982 current ops/sec; est completion in 8 minutes [INSERT: Count=19977, Max=6815, Min=736, Avg=2472.68, 90=3145, 99=3957, 99.9=5307, 99.99=6631] 
2025-08-10 07:02:29:097 20 sec: 371781 operations; 21483 current ops/sec; est completion in 8 minutes [INSERT: Count=21482, Max=6831, Min=743, Avg=2312.3, 90=2981, 99=3789, 99.9=4931, 99.99=6183] 
2025-08-10 07:02:30:097 21 sec: 393313 operations; 21532 current ops/sec; est completion in 8 minutes [INSERT: Count=21533, Max=7487, Min=817, Avg=2310.28, 90=2971, 99=4009, 99.9=5887, 99.99=7279] 
2025-08-10 07:02:31:097 22 sec: 415221 operations; 21908 current ops/sec; est completion in 8 minutes [INSERT: Count=21907, Max=6191, Min=843, Avg=2272.51, 90=2921, 99=3705, 99.9=4643, 99.99=5735] 
2025-08-10 07:02:32:097 23 sec: 436759 operations; 21538 current ops/sec; est completion in 8 minutes [INSERT: Count=21539, Max=5379, Min=754, Avg=2311.66, 90=2971, 99=3689, 99.9=4411, 99.99=5215] 
2025-08-10 07:02:33:097 24 sec: 458285 operations; 21526 current ops/sec; est completion in 8 minutes [INSERT: Count=21523, Max=7167, Min=839, Avg=2312.84, 90=2977, 99=3859, 99.9=5407, 99.99=6259] 
2025-08-10 07:02:34:097 25 sec: 479669 operations; 21384 current ops/sec; est completion in 8 minutes [INSERT: Count=21390, Max=5587, Min=780, Avg=2328.04, 90=2991, 99=3789, 99.9=4551, 99.99=5259] 
2025-08-10 07:02:35:097 26 sec: 501132 operations; 21463 current ops/sec; est completion in 8 minutes [INSERT: Count=21460, Max=9967, Min=747, Avg=2320.32, 90=2969, 99=3959, 99.9=8503, 99.99=9647] 
2025-08-10 07:02:36:097 27 sec: 522890 operations; 21758 current ops/sec; est completion in 8 minutes [INSERT: Count=21766, Max=7975, Min=735, Avg=2278.11, 90=2941, 99=3831, 99.9=6595, 99.99=7683] 
2025-08-10 07:02:37:097 28 sec: 544587 operations; 21697 current ops/sec; est completion in 8 minutes [INSERT: Count=21694, Max=7547, Min=746, Avg=2294.57, 90=2947, 99=3757, 99.9=4971, 99.99=6459] 
2025-08-10 07:02:38:097 29 sec: 566240 operations; 21653 current ops/sec; est completion in 8 minutes [INSERT: Count=21650, Max=6111, Min=795, Avg=2299.62, 90=2965, 99=3723, 99.9=4523, 99.99=5511] 
2025-08-10 07:02:39:097 30 sec: 587920 operations; 21680 current ops/sec; est completion in 8 minutes [INSERT: Count=21688, Max=5899, Min=762, Avg=2296.97, 90=2949, 99=3743, 99.9=4831, 99.99=5687] 
2025-08-10 07:02:40:097 31 sec: 609624 operations; 21704 current ops/sec; est completion in 7 minutes [INSERT: Count=21693, Max=5327, Min=797, Avg=2294.57, 90=2945, 99=3711, 99.9=4543, 99.99=5239] 
2025-08-10 07:02:41:097 32 sec: 631267 operations; 21643 current ops/sec; est completion in 7 minutes [INSERT: Count=21642, Max=7615, Min=798, Avg=2302.28, 90=2955, 99=3831, 99.9=5403, 99.99=7055] 
2025-08-10 07:02:42:097 33 sec: 652664 operations; 21397 current ops/sec; est completion in 7 minutes [INSERT: Count=21404, Max=10807, Min=831, Avg=2325.72, 90=2983, 99=3843, 99.9=5599, 99.99=10263] 
2025-08-10 07:02:43:097 34 sec: 674141 operations; 21477 current ops/sec; est completion in 7 minutes [INSERT: Count=21475, Max=35807, Min=585, Avg=2318.24, 90=2923, 99=4159, 99.9=31087, 99.99=35423] 
2025-08-10 07:02:44:097 35 sec: 696229 operations; 22088 current ops/sec; est completion in 7 minutes [INSERT: Count=22084, Max=6091, Min=724, Avg=2255, 90=2923, 99=3699, 99.9=4403, 99.99=5763] 
